title,company,location,link
Computer Software Trainer - Experienced,KnowledgeCity,United States,https://www.indeed.com/viewJob?jk=dbe1c897c76268fa
Data Visualization Engineer,Thermo Fisher Scientific,"Chicago, IL",https://www.indeed.com/viewJob?jk=8f35e0f5e437d1f2
Embedded Software Engineer,Analog Devices,"Munster, IN",https://www.indeed.com/viewJob?jk=0bce589cea905bc1
"Manager, IT Data Engineering",Kraft Heinz Company,"Chicago, IL",https://www.indeed.com/viewJob?jk=f44f2d1bf76e4b78
"Technical Sales Engineer, GCP","Cloudbakers, LLC","Chicago, IL",https://www.indeed.com/viewJob?jk=7f7f3b7955993f69
Sr Mgr-Sys Anly & Prg,Verizon,"Rolling Meadows, IL",https://www.indeed.com/viewJob?jk=be06d9c95e557419
Electrical Engineer,Prince Industries,"Carol Stream, IL",https://www.indeed.com/viewJob?jk=8a6994442bf49ae2
Bioinformatics Analyst,Northwestern University,"Chicago, IL",https://www.indeed.com/viewJob?jk=3bcc51cbe54345c1
Lead Data Warehouse Developer,"DSC Logistics, LLC / CJ Logistics America, LLC","Des Plaines, IL",https://www.indeed.com/viewJob?jk=b6a466099ebbfd4c
Junior Quantitative Trader,TransMarket Group,"Chicago, IL",https://www.indeed.com/viewJob?jk=9016c8d1a8e32bbf
Lead Data Analyst,HealthJoy,"Chicago, IL",https://www.indeed.com/viewJob?jk=e0c133aa75f29fd4
Sr. Systems Administrator,Backstop Solutions Group LLC,"Chicago, IL",https://www.indeed.com/viewJob?jk=f6adfbf686fd8c43
Data Engineer,Riskonnect Inc,"Chicago, IL",https://www.indeed.com/viewJob?jk=71ba9d1ad15343df
"Computational Biologist, Immunology",Tempus,"Chicago, IL",https://www.indeed.com/viewJob?jk=6b5c5a45fbec93bf
"Senior Database Engineer, SQL/Python",DRW Trading Group,"Chicago, IL",https://www.indeed.com/viewJob?jk=7a3e53358905f8f0
Software Engineer (Java),iManage,"Chicago, IL",https://www.indeed.com/viewJob?jk=adaa3ae0f4b31c57
SENIOR ENGINEER - LINUX,InspiHER Tech,"Chicago, IL",https://www.indeed.com/viewJob?jk=af40bda1413d610a
Senior GME Analyst,The University of Chicago Medicine,"Chicago, IL",https://www.indeed.com/viewJob?jk=005609d699737923
Robotic Process Automation (RPA) Consultant,Slalom Consulting,"Chicago, IL",https://www.indeed.com/viewJob?jk=4eeb021f72759e1b
Senior Resource Planning Consultant,Sargent & Lundy,"Chicago, IL",https://www.indeed.com/viewJob?jk=56057a636fa6b71e
"DevOps Associate Specialist, Middleware",CEDENT,"Chicago, IL",https://www.indeed.com/viewJob?jk=8e520084b99108aa
Software Developer - Senior Associate,Home Partners of America Inc,"Chicago, IL",https://www.indeed.com/viewJob?jk=7e5f0f996556157e
"Lead Analyst, DS&A",iProspect,"Chicago, IL",https://www.indeed.com/viewJob?jk=43c65d7d12a05cc6
Software Automation QA Engineer,RCG Holdings LLC,"Chicago, IL",https://www.indeed.com/viewJob?jk=ae8df78ed6de5959
Full Stack Engineer,Cramer-Krasselt,"Chicago, IL",https://www.indeed.com/viewJob?jk=0bf96ef6017e83bb
Data Visualization Analyst,ZLLIUS,"Chicago, IL",https://www.indeed.com/viewJob?jk=163d396f59e8084e
Senior Application Support,"JPMorgan Chase Bank, N.A.","Chicago, IL",https://www.indeed.com/viewJob?jk=8addfc2f757734df
Principal Software Engineer,Venmo,"Chicago, IL",https://www.indeed.com/viewJob?jk=a4fe10afae4fd289
Software Scientist-MICCoM,Argonne National Laboratory,"Lemont, IL",https://www.indeed.com/viewJob?jk=72806e803398efe5
Hadoop/Bigdata Developer With Python/Scala,ZLLIUS,"Chicago, IL",https://www.indeed.com/viewJob?jk=fa683931f30b76a7
Analyst IV Systems -,Retail Business Services,"Chicago, IL",https://www.indeed.com/viewJob?jk=e49529e0c624a32a
Network Engineer - remote - USA,Arkadin,"Schaumburg, IL",https://www.indeed.com/viewJob?jk=bab2a5c1da7921f7
Staff Infrastructure Engineer,Legacy.com,"Chicago, IL",https://www.indeed.com/viewJob?jk=85a11a5f7f01dc07
Data Engineer,NORC at the University of Chicago,"Chicago, IL",https://www.indeed.com/viewJob?jk=925cbd89787b7b98
Software Engineer,Capital One - US,"Chicago, IL",https://www.indeed.com/viewJob?jk=cae664fdda24c263
Experienced Associate Data Analytics,BDO,"Chicago, IL",https://www.indeed.com/viewJob?jk=ca832629122b8154
NXT – Quant Developer,CITADEL ENTERPRISE EUROPE LIMITED,"Chicago, IL",https://www.indeed.com/viewJob?jk=4f48fcd4552aa555
Front End Engineer,HealthJoy,"Chicago, IL",https://www.indeed.com/viewJob?jk=034c5ab26a7c6785
Sr. Simulation Engineer,Engineering USA,"Chicago, IL",https://www.indeed.com/viewJob?jk=ed0341a85c850009
Senior Systems Administrator,Sincro,"Chicago, IL",https://www.indeed.com/viewJob?jk=7dedca078043226c
DevOps Engineer,Fetch Rewards,"Chicago, IL",https://www.indeed.com/viewJob?jk=95719f09270fcb64
Actuary - E&S Property,Swiss Re,"Chicago, IL",https://www.indeed.com/viewJob?jk=eaa7c5b04e64d257
DevOps Engineer,PEAK6 Shared Services,"Chicago, IL",https://www.indeed.com/viewJob?jk=ec897d9d4a699387
Tableau Server Infrastructure Engineer (Remote),Copado,"Chicago, IL",https://www.indeed.com/viewJob?jk=8a48b222b0157631
Data Engineering,RADcube,"Chicago, IL",https://www.indeed.com/viewJob?jk=67360041afa4fbb0
ITOM Product Success Ranger,ServiceNow,"Chicago, IL",https://www.indeed.com/viewJob?jk=3b97c89d7160d956
Sr. Engineer,Chicago Trading Company (CTC),"Chicago, IL",https://www.indeed.com/viewJob?jk=beb79c7a81ace652
Business Analyst,CreditNinja,"Chicago, IL",https://www.indeed.com/viewJob?jk=e2a2604d4aee8b8e
Kellogg Research Fellow,Northwestern University,"Evanston, IL",https://www.indeed.com/viewJob?jk=0bd159a0393739f8
Business Intelligence Lead,Kemper,"Chicago, IL",https://www.indeed.com/viewJob?jk=2773f136749453cd
DevOps Engineer,Ocient,"Chicago, IL",https://www.indeed.com/viewJob?jk=352efabcb5e94b45
Staff Software Engineer,Capital Management,"Chicago, IL",https://www.indeed.com/viewJob?jk=c3768184f439a3bb
Senior Software Developer,Backstop Solutions Group LLC,"Chicago, IL",https://www.indeed.com/viewJob?jk=5d22de18084298c9
Architect,Credera Experienced Hiring Job Board,"Chicago, IL",https://www.indeed.com/viewJob?jk=f830852003458ca6
Research Engineer-Full Stack,Allstate,"Chicago, IL",https://www.indeed.com/viewJob?jk=677352b3bfc6e0a0
"Programmatic Analytical Lead, Big Box and Specialty Retail",Google,"Chicago, IL",https://www.indeed.com/viewJob?jk=0e91104d9be06e0e
"Technical Lead, Identity (Remote)",Cloudbeds,"Chicago, IL",https://www.indeed.com/viewJob?jk=6893203e278b3369
Software Test Engineer,Frederick National Laboratory,"Chicago, IL",https://www.indeed.com/viewJob?jk=681d8cb1a39408e9
Technical Support Engineer,Haivision Systems Inc,"Deerfield, IL",https://www.indeed.com/viewJob?jk=e79b8bf7f5052332
IL - Senior Developer,PharmaCannis,"Chicago, IL",https://www.indeed.com/viewJob?jk=11812bfd57eb1579
Senior Front End Developer,Deloitte,"Chicago, IL",https://www.indeed.com/viewJob?jk=d781ce6f213ad2b0
"Advisor, Analytics",CVS Health,"Northbrook, IL",https://www.indeed.com/viewJob?jk=ad3c33a9e9e76195
Quantitative Researcher,DRW Trading Group,"Chicago, IL",https://www.indeed.com/viewJob?jk=cfa71507105169b9
Quantitative Developer,Citadel Securities,"Chicago, IL",https://www.indeed.com/viewJob?jk=07724ae575693154
Engineer - Systems,CBOE,"Chicago, IL",https://www.indeed.com/viewJob?jk=7fdd085d06bf7b7a
IT Engineer I - Informatics & Analytics (remote),AllianceRx Walgreens Prime,"Deerfield, IL",https://www.indeed.com/viewJob?jk=5981b772f1a97994
Data Engineer,"KeHE Distributors, LLC","Naperville, IL",https://www.indeed.com/viewJob?jk=f654692c579033bd
GT Tech Accelerator Engineer - Chicago,"JPMorgan Chase Bank, N.A.","Chicago, IL",https://www.indeed.com/viewJob?jk=cfd7414a55a20b9d
Software Developer Python WebUI,Request Technology,"Chicago, IL",https://www.indeed.com/viewJob?jk=83263fa5520679cb
Python Developer,Request Technology,"Chicago, IL",https://www.indeed.com/viewJob?jk=61e682d6ec3e55c7
Data Analyst,International Financial Group (IFG),"Chicago, IL",https://www.indeed.com/viewJob?jk=c9079614a35a1ce6
Business Intelligence Tableau Analyst,Guaranteed Rate,"Chicago, IL",https://www.indeed.com/viewJob?jk=c4ce02a5026029d4
Senior Sales Engineer,"Agiloft, Inc","Chicago, IL",https://www.indeed.com/viewJob?jk=a6ca70e6245c5259
BI Developer,Options Clearing Corporation,"Chicago, IL",https://www.indeed.com/viewJob?jk=7fb2a9b131e4d1b5
Data Engineer,Spectrum Communications & Consulting Inc.,"Chicago, IL",https://www.indeed.com/viewJob?jk=4dc00349fdaaf199
SDET Manager,Options Clearing Corporation,"Chicago, IL",https://www.indeed.com/viewJob?jk=3f34738ce0981623
Full Stack Engineer (Freelancer),Sandstorm,"Chicago, IL",https://www.indeed.com/viewJob?jk=4ac4b0eb75926156
Product Applications Lead,Analog Devices,"Munster, IN",https://www.indeed.com/viewJob?jk=ea3c28d188d95666
Full Stack Developer,Belvedere Trading,"Chicago, IL",https://www.indeed.com/viewJob?jk=91721e183a62038c
Senior Data Analyst,HNI Corporation,"Chicago, IL",https://www.indeed.com/viewJob?jk=8d2b6faea0c96203
Quantitative Researcher,DRW,"Chicago, IL",https://www.indeed.com/viewJob?jk=ad7c3c7462c6575b
EBAM-Process Engineer,Phillips Service Industries inc.,"Chicago, IL",https://www.indeed.com/viewJob?jk=ffcc15f6ce0d5a42
Senior Data Warehouse Developer,Mavens Guild,"Chicago, IL",https://www.indeed.com/viewJob?jk=378e88b38656dbec
Algorithmic Trader Intern,TransMarket Group,"Chicago, IL",https://www.indeed.com/viewJob?jk=ab5007d120ac958c
"Systems Engineer, Cortex",Palo Alto Networks,"Chicago, IL",https://www.indeed.com/viewJob?jk=45d70d859413f81a
Software Engineer - Full-stack | Autonomous Driving | San Diego,"TuSimple, Inc.","Chicago, IL",https://www.indeed.com/viewJob?jk=9fbd80b03df3f9f7
Analytics/AI Due Diligence (CTO Advisory),West Monroe,"Chicago, IL",https://www.indeed.com/viewJob?jk=b0f146e56b733e3c
Commercial Banking - Business Analysis & Reporting - Senior Associate,"JPMorgan Chase Bank, N.A.","Chicago, IL",https://www.indeed.com/viewJob?jk=f2425ee2199cb17c
Director of Data Science,BenchPrep,"Chicago, IL",https://www.indeed.com/viewJob?jk=e1c0faff27c06d66
Senior Software Engineer,LocusView,"Chicago, IL",https://www.indeed.com/viewJob?jk=02bcac2e0d5081f8
Business Intelligence Engineer II,Intelligent Medical Objects,"Rosemont, IL",https://www.indeed.com/viewJob?jk=599d04f565e24e67
"Software Engineer II (SEII, Back-End Development)",PDI,"Chicago, IL",https://www.indeed.com/viewJob?jk=df732b81668a4ae8
HPC Systems Administration Specialist,Argonne National Laboratory,"Lemont, IL",https://www.indeed.com/viewJob?jk=d32ffd1da9da5f01
Postdoctoral Appointee - Energy Systems Analyst,Argonne National Laboratory,"Lemont, IL",https://www.indeed.com/viewJob?jk=0dacf2facd217ee9
"Senior Database Engineer, SQL/Python",DRW,"Chicago, IL",https://www.indeed.com/viewJob?jk=64ef515e7bb391ff
"Manager, Banking Fraud Analytics",BMO Financial Group,"Chicago, IL",https://www.indeed.com/viewJob?jk=ca1de3e7162d9daa
Data Enablement Manager,BMO Financial Group,"Chicago, IL",https://www.indeed.com/viewJob?jk=1e63c84befe037dc
"Manager, Forecasting/Planning",AAR Corp.,"Wood Dale, IL",https://www.indeed.com/viewJob?jk=0eb704b797d57ef4
Trading Systems Engineer/DevOps,IMC Financial Markets,"Chicago, IL",https://www.indeed.com/viewJob?jk=90a891e09232b548
DevOps Engineer,DRW Trading Group,"Chicago, IL",https://www.indeed.com/viewJob?jk=36a289323fd77531
Machine Learning Infrastructure Engineer,Tempus,"Chicago, IL",https://www.indeed.com/viewJob?jk=63d3cd99a62e1adf
HPC Systems Administration Associate,Argonne National Laboratory,"Lemont, IL",https://www.indeed.com/viewJob?jk=6f308ac406a1c9a6
System Applications Lead,Analog Devices,"Munster, IN",https://www.indeed.com/viewJob?jk=5b9bccf11a048d35
Data Architect,Tempus,"Chicago, IL",https://www.indeed.com/viewJob?jk=ef40bc0efcdaebd4
Quant Trader Intern - Summer 2021,IMC Financial Markets,"Chicago, IL",https://www.indeed.com/viewJob?jk=1206340f8a1ab633
Data Analyst,Level Ex,"Chicago, IL",https://www.indeed.com/viewJob?jk=76498a2e3df48f08
DevOps Engineer,M1 Holdings,"Chicago, IL",https://www.indeed.com/viewJob?jk=7f8842375ad99c0d
Software Development Engineer in Test (SDET),Options Clearing Corporation,"Chicago, IL",https://www.indeed.com/viewJob?jk=bf83290da58fb49c
Data and Analytics Engineer,Netrix LLC,"Chicago, IL",https://www.indeed.com/viewJob?jk=a0d2ffca37900d79
Senior Analyst - Strategic Analytics,Beam Inc.,"Chicago, IL",https://www.indeed.com/viewJob?jk=1594cc9d09eef086
Quantitative Analyst,Magnetar,"Evanston, IL",https://www.indeed.com/viewJob?jk=ae31baea3d0b4585
Quantitative Analyst - Options Pricing,IMC Financial Markets,"Chicago, IL",https://www.indeed.com/viewJob?jk=9abfdf4adcbb4047
Programmer/Software Development Engineer,Core Spaces,"Chicago, IL",https://www.indeed.com/viewJob?jk=514fea007cb2e88c
Computational Systems Biologist,Tempus,"Chicago, IL",https://www.indeed.com/viewJob?jk=c7d56be86b61ea00
SDET Manager,Options Clearing Corporation,"Chicago, IL",https://www.indeed.com/viewJob?jk=3f34738ce0981623
Data Engineer,Emergere Technologies,"Chicago, IL",https://www.indeed.com/viewJob?jk=fc8635c446ef92fd
Sr. Staff Software Engineer,Venmo,"Chicago, IL",https://www.indeed.com/viewJob?jk=396a5270d24038b9
"System Services Engineer | Chicago, IL",Workforce Logiq,"Chicago, IL",https://www.indeed.com/viewJob?jk=d1e48ab4686bfb23
Data Scientist,Wavicle Data Solutions,"Chicago, IL",https://www.indeed.com/viewJob?jk=d22d3103b1f97842
REMOTE Full Stack Software Engineer - Healthcare Applications,VillageMD,"Chicago, IL",https://www.indeed.com/viewJob?jk=440e3eeb61ed9adf
C++ Senior Developer,Marquette Partners,"Chicago, IL",https://www.indeed.com/viewJob?jk=31bc9178b32b7c2c
ADF / Snowflake ETL Developer,Trianz,"Chicago, IL",https://www.indeed.com/viewJob?jk=b2211ef907a62954
DevOps Engineer,TopBloc,"Chicago, IL",https://www.indeed.com/viewJob?jk=9eb9e9dc3d49fc29
Assistant Computer Scientist,Argonne National Laboratory,"Lemont, IL",https://www.indeed.com/viewJob?jk=66ae33f03684b8dc
Data Scientist 2 - Styling/Trunks Data Science & Analytics,Nordstrom,"Chicago, IL",https://www.indeed.com/viewJob?jk=e09dd605c806085c
SENIOR FINANCIAL ENGINEER,Hull Tactical Asset Allocation,"Chicago, IL",https://www.indeed.com/viewJob?jk=aa0b3025667473fb
Python Developer,Request Technology,"Chicago, IL",https://www.indeed.com/viewJob?jk=61e682d6ec3e55c7
Senior Sales Engineer,"Agiloft, Inc","Chicago, IL",https://www.indeed.com/viewJob?jk=a6ca70e6245c5259
Software Developer Python WebUI,Request Technology,"Chicago, IL",https://www.indeed.com/viewJob?jk=83263fa5520679cb
Business Intelligence Tableau Analyst,Guaranteed Rate,"Chicago, IL",https://www.indeed.com/viewJob?jk=c4ce02a5026029d4
BI Developer,Options Clearing Corporation,"Chicago, IL",https://www.indeed.com/viewJob?jk=7fb2a9b131e4d1b5
Data Engineer,Spectrum Communications & Consulting Inc.,"Chicago, IL",https://www.indeed.com/viewJob?jk=4dc00349fdaaf199
Data Analyst,International Financial Group (IFG),"Chicago, IL",https://www.indeed.com/viewJob?jk=c9079614a35a1ce6
SDET Manager,Options Clearing Corporation,"Chicago, IL",https://www.indeed.com/viewJob?jk=3f34738ce0981623
Splunk Administrator,Tempus,"Chicago, IL",https://www.indeed.com/viewJob?jk=fdde0fb8bc0799b7
Director of Data Science,BenchPrep,"Chicago, IL",https://www.indeed.com/viewJob?jk=e1c0faff27c06d66
Engineer - Systems,CBOE,"Chicago, IL",https://www.indeed.com/viewJob?jk=7fdd085d06bf7b7a
Full Stack Engineer,Cramer-Krasselt,"Chicago, IL",https://www.indeed.com/viewJob?jk=0bf96ef6017e83bb
"Manager, Forecasting/Planning",AAR Corp.,"Wood Dale, IL",https://www.indeed.com/viewJob?jk=0eb704b797d57ef4
Senior Software Developer,Backstop Solutions Group LLC,"Chicago, IL",https://www.indeed.com/viewJob?jk=5d22de18084298c9
Kellogg Research Fellow,Northwestern University,"Evanston, IL",https://www.indeed.com/viewJob?jk=0bd159a0393739f8
Data Scientist 2 - Styling/Trunks Data Science & Analytics,Nordstrom,"Chicago, IL",https://www.indeed.com/viewJob?jk=e09dd605c806085c
Algorithmic Trader Intern,TransMarket Group,"Chicago, IL",https://www.indeed.com/viewJob?jk=ab5007d120ac958c
ADF / Snowflake ETL Developer,Trianz,"Chicago, IL",https://www.indeed.com/viewJob?jk=b2211ef907a62954
QA Architect,HCL America Inc,"Bolingbrook, IL",https://www.indeed.com/viewJob?jk=68a754b63b9ee835
REMOTE Full Stack Software Engineer - Healthcare Applications,VillageMD,"Chicago, IL",https://www.indeed.com/viewJob?jk=440e3eeb61ed9adf
Senior Analyst - Strategic Analytics,Beam Inc.,"Chicago, IL",https://www.indeed.com/viewJob?jk=1594cc9d09eef086
DevOps Engineer,Fetch Rewards,"Chicago, IL",https://www.indeed.com/viewJob?jk=95719f09270fcb64
Analytics/AI Due Diligence (CTO Advisory),West Monroe,"Chicago, IL",https://www.indeed.com/viewJob?jk=b0f146e56b733e3c
Computational Systems Biologist,Tempus,"Chicago, IL",https://www.indeed.com/viewJob?jk=c7d56be86b61ea00
"System Services Engineer | Chicago, IL",Workforce Logiq,"Chicago, IL",https://www.indeed.com/viewJob?jk=d1e48ab4686bfb23
DevOps Engineer,M1 Holdings,"Chicago, IL",https://www.indeed.com/viewJob?jk=7f8842375ad99c0d
EBAM-Process Engineer,Phillips Service Industries inc.,"Chicago, IL",https://www.indeed.com/viewJob?jk=ffcc15f6ce0d5a42
Data Analyst,Level Ex,"Chicago, IL",https://www.indeed.com/viewJob?jk=76498a2e3df48f08
Senior Software Engineer,LocusView,"Chicago, IL",https://www.indeed.com/viewJob?jk=02bcac2e0d5081f8
100% Remote Scala Consultant,Vaco,"Chicago, IL",https://www.indeed.com/viewJob?jk=d620394705991eac
"Senior Software Engineer, Insurance Platform",The Mom Project,"Chicago, IL",https://www.indeed.com/viewJob?jk=a580f83ea803dd4a
Java Developer,Code Lab Technology,"Highland Park, IL",https://www.indeed.com/viewJob?jk=380359737886d1f9
Data Engineer,Emergere Technologies,"Chicago, IL",https://www.indeed.com/viewJob?jk=fc8635c446ef92fd
"Software Engineer II (SEII, Back-End Development)",PDI,"Chicago, IL",https://www.indeed.com/viewJob?jk=df732b81668a4ae8
C++ Senior Developer,Marquette Partners,"Chicago, IL",https://www.indeed.com/viewJob?jk=31bc9178b32b7c2c
Site Reliability Engineer,IronNet Cybersecurity,"Chicago, IL",https://www.indeed.com/viewJob?jk=d170406fd6ebaa35
Data Enablement Manager,BMO Financial Group,"Chicago, IL",https://www.indeed.com/viewJob?jk=1e63c84befe037dc
Senior Data Analyst,HNI Corporation,"Chicago, IL",https://www.indeed.com/viewJob?jk=8d2b6faea0c96203
Data Scientist,Wavicle Data Solutions,"Chicago, IL",https://www.indeed.com/viewJob?jk=d22d3103b1f97842
Full Stack Developer,Belvedere Trading,"Chicago, IL",https://www.indeed.com/viewJob?jk=91721e183a62038c
DevOps Engineer,DRW Trading Group,"Chicago, IL",https://www.indeed.com/viewJob?jk=36a289323fd77531
C++ Software Engineer,Vail Systems,"Deerfield, IL",https://www.indeed.com/viewJob?jk=241e0593e8f363ed
Cloud Application Engineer,Maven Wave Partners,"Chicago, IL",https://www.indeed.com/viewJob?jk=967c527c8071cc6d
"Sr. Analyst, Digital Analytics",Dyson,"Chicago, IL",https://www.indeed.com/viewJob?jk=200cc5a3b31314c8
DevOps Engineer (Contract),Critical Mass,"Chicago, IL",https://www.indeed.com/viewJob?jk=478177bf3fc46eab
Linux System Engineer,Request Technology,"Chicago, IL",https://www.indeed.com/viewJob?jk=9a324c949d191e65
QA Automation Engineer,Chicago Trading Company (CTC),"Chicago, IL",https://www.indeed.com/viewJob?jk=d0f57119c780adf2
SENIOR FINANCIAL ENGINEER,Hull Tactical Asset Allocation,"Chicago, IL",https://www.indeed.com/viewJob?jk=aa0b3025667473fb
Software Development Engineer in Test (SDET),Options Clearing Corporation,"Chicago, IL",https://www.indeed.com/viewJob?jk=bf83290da58fb49c
SMTS - Sys Anly and Prog,Verizon,"Rolling Meadows, IL",https://www.indeed.com/viewJob?jk=425c3654433286d7
Vice President of Engineering (VPE),rMark Bio,"Chicago, IL",https://www.indeed.com/viewJob?jk=1e920a8dd735d84c
Principal Data Scientist,Strong Analytics,"Chicago, IL",https://www.indeed.com/viewJob?jk=0356cb8068fe3c8a
Linux Systems Engineer,DRW Trading Group,"Chicago, IL",https://www.indeed.com/viewJob?jk=e03e3b9c62fb87c0
SDET/QA Automation Engineer,Morningstar,"Chicago, IL",https://www.indeed.com/viewJob?jk=f301eb8b775fa9e7
Quantitative Analyst,Magnetar,"Evanston, IL",https://www.indeed.com/viewJob?jk=ae31baea3d0b4585
Data and Software Engineer,Kershner Trading Group,"Chicago, IL",https://www.indeed.com/viewJob?jk=7d1bc1b8bda26d42
Cyber Security Engineer,bitsio,"Chicago, IL",https://www.indeed.com/viewJob?jk=ea5b52146c85405a
Senior C++ Software Developer,Old Mission Capital,"Chicago, IL",https://www.indeed.com/viewJob?jk=8ad604efa9e134b8
Assistant Software Engineer,Argonne National Laboratory,"Lemont, IL",https://www.indeed.com/viewJob?jk=67518fdbef766936
"Global Fixed Income, Trader",CITADEL ENTERPRISE EUROPE LIMITED,"Chicago, IL",https://www.indeed.com/viewJob?jk=9532a13d129aba68
Commodities Trader / Portfolio Manager,CITADEL ENTERPRISE EUROPE LIMITED,"Chicago, IL",https://www.indeed.com/viewJob?jk=5ac9d97dfcb2bdb7
"Middleware Architect, Associate Specialist",Northern Trust Corp.,"Chicago, IL",https://www.indeed.com/viewJob?jk=54be8c6617ed3b60
Postdoctoral Appointee,Argonne National Laboratory,"Lemont, IL",https://www.indeed.com/viewJob?jk=f263b83d7972158a
Senior Knowledge Systems Analyst,Tempus,"Chicago, IL",https://www.indeed.com/viewJob?jk=d86bca52fbb535c8
"Vice President, Information Security",FourKites,"Chicago, IL",https://www.indeed.com/viewJob?jk=9a43f6fb8ac53f4a
Software Engineer,Argonne National Laboratory,"Lemont, IL",https://www.indeed.com/viewJob?jk=5f0cd3774c369c14
ATLASSIAN TECHNICAL CONSULTANT,Herzum,"Chicago, IL",https://www.indeed.com/viewJob?jk=98ac7cafe6b25800
Backend Engineer,"PhysIQ, Inc.","Chicago, IL",https://www.indeed.com/viewJob?jk=878163ce0b2fceb3
Firmware Engineer,The University of Chicago,"Chicago, IL",https://www.indeed.com/viewJob?jk=ee1a5765b3cf1cf6
Data Science Sol Cons Sr,Anthem,"Chicago, IL",https://www.indeed.com/viewJob?jk=4ba157e0e69ca37c
Postdoctoral Appointment - Quantum Materials with Strong Spin Orbit Coupling,Argonne National Laboratory,"Lemont, IL",https://www.indeed.com/viewJob?jk=f58cb28c83336367
Senior Embedded Software Engineer,nucurrent,"Chicago, IL",https://www.indeed.com/viewJob?jk=60d9c7350546d3f3
Database Administrator,"SMS Assist, LLC","Chicago, IL",https://www.indeed.com/viewJob?jk=ce74d9ee7fc7cbc0
Data Scientist,Capax Global LLC,"Chicago, IL",https://www.indeed.com/viewJob?jk=85171a0feb34c38a
Data Engineers,Creospan Inc.,"Schaumburg, IL",https://www.indeed.com/viewJob?jk=f2575f81b965179d
Senior Business Intelligence Analyst - Virtual,JLL,"Chicago, IL",https://www.indeed.com/viewJob?jk=4c66ebee469941c7
Quantitative Developer,CITADEL ENTERPRISE EUROPE LIMITED,"Chicago, IL",https://www.indeed.com/viewJob?jk=1a1ce5068940d8c3
Experienced Quantitative Trader,Marquette Partners,"Chicago, IL",https://www.indeed.com/viewJob?jk=d0a3b9bcbeac0d74
Solution Architect,PayPal,"Chicago, IL",https://www.indeed.com/viewJob?jk=6d542c46878ea97d
Data Scientist,Maven Wave Partners,"Chicago, IL",https://www.indeed.com/viewJob?jk=589302bf47c9f486
"Architect, Quality Engineering",Zynga,"Chicago, IL",https://www.indeed.com/viewJob?jk=0d05d4deff8aa49e
Application Support Engineer,CCC Information Services Inc.,"Chicago, IL",https://www.indeed.com/viewJob?jk=3b362b3491a8ee27
Machine Learning Engineer,WiTronix,"Bolingbrook, IL",https://www.indeed.com/viewJob?jk=f46937f0e5a9954b
Senior Software Engineer,Morningstar,"Chicago, IL",https://www.indeed.com/viewJob?jk=90f995c40fbf2c5a
"Senior Software Engineer, Cryptoassets",DRW Trading Group,"Chicago, IL",https://www.indeed.com/viewJob?jk=2de796c77b5ce8de
Data Science Sol Ld,Anthem,"Chicago, IL",https://www.indeed.com/viewJob?jk=deed91aacecc46c8
Automation Controls Engineer,Fusion OEM,"Burr Ridge, IL",https://www.indeed.com/viewJob?jk=86cbca8d0723b5ee
Java Developer,Aimersz,"Chicago, IL",https://www.indeed.com/viewJob?jk=58e3b58f9809a59e
Data Scientist,Mars,"Chicago, IL",https://www.indeed.com/viewJob?jk=b1b49e99ccc1371d
Senior Data Analyst – Informatics,Tempus,"Chicago, IL",https://www.indeed.com/viewJob?jk=f927ceb7ae063a57
Financial Analyst,TransMarket Group,"Chicago, IL",https://www.indeed.com/viewJob?jk=0b6117799403551a
Senior Software Engineer,"Avatria, Inc.","Chicago, IL",https://www.indeed.com/viewJob?jk=7e9684823d149879
Mobile iOS Engineer,CCC Information Services Inc.,"Chicago, IL",https://www.indeed.com/viewJob?jk=99fda71ad2965c66
"Quantitative Development Internship - Data Analysis, Summer 2021",Akuna Capital,"Chicago, IL",https://www.indeed.com/viewJob?jk=fab8de7115cc1e31
Senior Software Engineer,Saturna Capital,"Chicago, IL",https://www.indeed.com/viewJob?jk=1aa5c52e76fd711e
Principal Software Engineer,"CANON MEDICAL RESEARCH USA, INC","Chicago, IL",https://www.indeed.com/viewJob?jk=7b7ff5ef7f2ce580
Sr. Embedded Systems Engineer,VV Tech Solutions,"Chicago, IL",https://www.indeed.com/viewJob?jk=f8fc7a4da2565b52
"Project Engineer, Renewable Engineering (Solar)",Invenergy,"Chicago, IL",https://www.indeed.com/viewJob?jk=be13c8a36f30a687
"Software Engineer, Test & Infrastructure",Vail Systems,"Chicago, IL",https://www.indeed.com/viewJob?jk=ecf2b7ee9401181b
Senior Full-Stack Engineer - Multiple Locations,U.S. Bank,"Chicago, IL",https://www.indeed.com/viewJob?jk=3b496b992371b6a9
Cloud Engineer,INTL FCStone,"Chicago, IL",https://www.indeed.com/viewJob?jk=1b041ac03874d7fe
"Software Engineer, Post-trade Automation",Jump Trading,"Chicago, IL",https://www.indeed.com/viewJob?jk=744d198e17252b19
Senior Database Consultant,"Amazon Web Services, Inc.","Chicago, IL",https://www.indeed.com/viewJob?jk=2b33b9a01e3ca025
"Web Application UI Engineer, Customer Application",5thColumn,"Chicago, IL",https://www.indeed.com/viewJob?jk=610cecaeaf46b8b7
Part-Time Data Science Instructor,Attadale Partners,"Schaumburg, IL",https://www.indeed.com/viewJob?jk=d0ff788979562ca1
"Senior Associate, M&A Software Architect",KPMG,"Chicago, IL",https://www.indeed.com/viewJob?jk=75751f5d091a75ed
